"id","name","type","abbrev","ibge","bacen","id_place_parent"
1,Brasil,COUNTRY,BRA,"0","1058",
2,Rondônia,STATE,RO,"11",,1
3,Acre,STATE,AC,"12",,1
4,Amazonas,STATE,AM,"13",,1
5,Roraima,STATE,RR,"14",,1
6,Pará,STATE,PA,"15",,1
7,Amapá,STATE,AP,"16",,1
8,Tocantins,STATE,TO,"17",,1
9,Maranhão,STATE,MA,"21",,1
10,Piauí,STATE,PI,"22",,1
11,Ceará,STATE,CE,"23",,1
12,Rio Grande do Norte,STATE,RN,"24",,1
13,Paraíba,STATE,PB,"25",,1
14,Pernambuco,STATE,PE,"26",,1
15,Alagoas,STATE,AL,"27",,1
16,Sergipe,STATE,SE,"28",,1
17,Bahia,STATE,BA,"29",,1
18,Minas Gerais,STATE,MG,"31",,1
19,Espirito Santo,STATE,ES,"32",,1
20,Rio de Janeiro,STATE,RJ,"33",,1
21,São Paulo,STATE,SP,"35",,1
22,Paraná,STATE,PR,"41",,1
23,Santa Catarina,STATE,SC,"42",,1
24,Rio Grande do Sul,STATE,RS,"43",,1
25,Mato Grosso do Sul,STATE,MS,"50",,1
26,Mato Grosso,STATE,MT,"51",,1
27,Goiás,STATE,GO,"52",,1
28,Distrito Federal,STATE,DF,"53",,1
29,Alta Floresta D'Oeste,CITY,"","1100015",,2
30,Ariquemes,CITY,"","1100023",,2
31,Cabixi,CITY,"","1100031",,2
32,Cacoal,CITY,"","1100049",,2
33,Cerejeiras,CITY,"","1100056",,2
34,Colorado do Oeste,CITY,"","1100064",,2
35,Corumbiara,CITY,"","1100072",,2
36,Costa Marques,CITY,"","1100080",,2
37,Espigão do Oeste,CITY,"","1100098",,2
38,Guajará-Mirim,CITY,"","1100106",,2
39,Jaru,CITY,"","1100114",,2
40,Ji-Paraná,CITY,"","1100122",,2
41,Machadinho D'Oeste,CITY,"","1100130",,2
42,Nova Brasilândia D'Oeste,CITY,"","1100148",,2
43,Ouro Preto do Oeste,CITY,"","1100155",,2
44,Pimenta Bueno,CITY,"","1100189",,2
45,Porto Velho,CITY,"","1100205",,2
46,Presidente Médici,CITY,"","1100254",,2
47,Rio Crespo,CITY,"","1100262",,2
48,Rolim de Moura,CITY,"","1100288",,2
49,Santa Luzia D'Oeste,CITY,"","1100296",,2
50,Vilhena,CITY,"","1100304",,2
51,São Miguel do Guaporé,CITY,"","1100320",,2
52,Nova Mamoré,CITY,"","1100338",,2
53,Alvorada D'Oeste,CITY,"","1100346",,2
54,Alto Alegre dos Parecis,CITY,"","1100379",,2
55,Alto Paraíso,CITY,"","1100403",,2
56,Buritis,CITY,"","1100452",,2
57,Novo Horizonte do Oeste,CITY,"","1100502",,2
58,Cacaulândia,CITY,"","1100601",,2
59,Campo Novo de Rondônia,CITY,"","1100700",,2
60,Candeias do Jamari,CITY,"","1100809",,2
61,Castanheiras,CITY,"","1100908",,2
62,Chupinguaia,CITY,"","1100924",,2
63,Cujubim,CITY,"","1100940",,2
64,Governador Jorge Teixeira,CITY,"","1101005",,2
65,Itapuã do Oeste,CITY,"","1101104",,2
66,Ministro Andreazza,CITY,"","1101203",,2
67,Mirante da Serra,CITY,"","1101302",,2
68,Monte Negro,CITY,"","1101401",,2
69,Nova União,CITY,"","1101435",,2
70,Parecis,CITY,"","1101450",,2
71,Pimenteiras do Oeste,CITY,"","1101468",,2
72,Primavera de Rondônia,CITY,"","1101476",,2
73,São Felipe D'Oeste,CITY,"","1101484",,2
74,São Francisco do Guaporé,CITY,"","1101492",,2
75,Seringueiras,CITY,"","1101500",,2
76,Teixeirópolis,CITY,"","1101559",,2
77,Theobroma,CITY,"","1101609",,2
78,Urupá,CITY,"","1101708",,2
79,Vale do Anari,CITY,"","1101757",,2
80,Vale do Paraíso,CITY,"","1101807",,2
81,Acrelândia,CITY,"","1200013",,3
82,Assis Brasil,CITY,"","1200054",,3
83,Brasiléia,CITY,"","1200104",,3
84,Bujari,CITY,"","1200138",,3
85,Capixaba,CITY,"","1200179",,3
86,Cruzeiro do Sul,CITY,"","1200203",,3
87,Epitaciolândia,CITY,"","1200252",,3
88,Feijó,CITY,"","1200302",,3
89,Jordão,CITY,"","1200328",,3
90,Mâncio Lima,CITY,"","1200336",,3
91,Manoel Urbano,CITY,"","1200344",,3
92,Marechal Thaumaturgo,CITY,"","1200351",,3
93,Plácido de Castro,CITY,"","1200385",,3
94,Porto Walter,CITY,"","1200393",,3
95,Rio Branco,CITY,"","1200401",,3
96,Rodrigues Alves,CITY,"","1200427",,3
97,Santa Rosa do Purus,CITY,"","1200435",,3
98,Senador Guiomard,CITY,"","1200450",,3
99,Sena Madureira,CITY,"","1200500",,3
100,Tarauacá,CITY,"","1200609",,3
101,Xapuri,CITY,"","1200708",,3
102,Porto Acre,CITY,"","1200807",,3
103,Alvarães,CITY,"","1300029",,4
104,Amaturá,CITY,"","1300060",,4
105,Anamã,CITY,"","1300086",,4
106,Anori,CITY,"","1300102",,4
107,Apuí,CITY,"","1300144",,4
108,Atalaia do Norte,CITY,"","1300201",,4
109,Autazes,CITY,"","1300300",,4
110,Barcelos,CITY,"","1300409",,4
111,Barreirinha,CITY,"","1300508",,4
112,Benjamin Constant,CITY,"","1300607",,4
113,Beruri,CITY,"","1300631",,4
114,Boa Vista do Ramos,CITY,"","1300680",,4
115,Boca do Acre,CITY,"","1300706",,4
116,Borba,CITY,"","1300805",,4
117,Caapiranga,CITY,"","1300839",,4
118,Canutama,CITY,"","1300904",,4
119,Carauari,CITY,"","1301001",,4
120,Careiro,CITY,"","1301100",,4
121,Careiro da Várzea,CITY,"","1301159",,4
122,Coari,CITY,"","1301209",,4
123,Codajás,CITY,"","1301308",,4
124,Eirunepé,CITY,"","1301407",,4
125,Envira,CITY,"","1301506",,4
126,Fonte Boa,CITY,"","1301605",,4
127,Guajará,CITY,"","1301654",,4
128,Humaitá,CITY,"","1301704",,4
129,Ipixuna,CITY,"","1301803",,4
130,Iranduba,CITY,"","1301852",,4
131,Itacoatiara,CITY,"","1301902",,4
132,Itamarati,CITY,"","1301951",,4
133,Itapiranga,CITY,"","1302009",,4
134,Japurá,CITY,"","1302108",,4
135,Juruá,CITY,"","1302207",,4
136,Jutaí,CITY,"","1302306",,4
137,Lábrea,CITY,"","1302405",,4
138,Manacapuru,CITY,"","1302504",,4
139,Manaquiri,CITY,"","1302553",,4
140,Manaus,CITY,"","1302603",,4
141,Manicoré,CITY,"","1302702",,4
142,Maraã,CITY,"","1302801",,4
143,Maués,CITY,"","1302900",,4
144,Nhamundá,CITY,"","1303007",,4
145,Nova Olinda do Norte,CITY,"","1303106",,4
146,Novo Airão,CITY,"","1303205",,4
147,Novo Aripuanã,CITY,"","1303304",,4
148,Parintins,CITY,"","1303403",,4
149,Pauini,CITY,"","1303502",,4
150,Presidente Figueiredo,CITY,"","1303536",,4
151,Rio Preto da Eva,CITY,"","1303569",,4
152,Santa Isabel do Rio Negro,CITY,"","1303601",,4
153,Santo Antônio do Içá,CITY,"","1303700",,4
154,São Gabriel da Cachoeira,CITY,"","1303809",,4
155,São Paulo de Olivença,CITY,"","1303908",,4
156,São Sebastião do Uatumã,CITY,"","1303957",,4
157,Silves,CITY,"","1304005",,4
158,Tabatinga,CITY,"","1304062",,4
159,Tapauá,CITY,"","1304104",,4
160,Tefé,CITY,"","1304203",,4
161,Tonantins,CITY,"","1304237",,4
162,Uarini,CITY,"","1304260",,4
163,Urucará,CITY,"","1304302",,4
164,Urucurituba,CITY,"","1304401",,4
165,Amajari,CITY,"","1400027",,5
166,Alto Alegre,CITY,"","1400050",,5
167,Boa Vista,CITY,"","1400100",,5
168,Bonfim,CITY,"","1400159",,5
169,Cantá,CITY,"","1400175",,5
170,Caracaraí,CITY,"","1400209",,5
171,Caroebe,CITY,"","1400233",,5
172,Iracema,CITY,"","1400282",,5
173,Mucajaí,CITY,"","1400308",,5
174,Normandia,CITY,"","1400407",,5
175,Pacaraima,CITY,"","1400456",,5
176,Rorainópolis,CITY,"","1400472",,5
177,São João da Baliza,CITY,"","1400506",,5
178,São Luiz,CITY,"","1400605",,5
179,Uiramutã,CITY,"","1400704",,5
180,Abaetetuba,CITY,"","1500107",,6
181,Abel Figueiredo,CITY,"","1500131",,6
182,Acará,CITY,"","1500206",,6
183,Afuá,CITY,"","1500305",,6
184,Água Azul do Norte,CITY,"","1500347",,6
185,Alenquer,CITY,"","1500404",,6
186,Almeirim,CITY,"","1500503",,6
187,Altamira,CITY,"","1500602",,6
188,Anajás,CITY,"","1500701",,6
189,Ananindeua,CITY,"","1500800",,6
190,Anapu,CITY,"","1500859",,6
191,Augusto Corrêa,CITY,"","1500909",,6
192,Aurora do Pará,CITY,"","1500958",,6
193,Aveiro,CITY,"","1501006",,6
194,Bagre,CITY,"","1501105",,6
195,Baião,CITY,"","1501204",,6
196,Bannach,CITY,"","1501253",,6
197,Barcarena,CITY,"","1501303",,6
198,Belém,CITY,"","1501402",,6
199,Belterra,CITY,"","1501451",,6
200,Benevides,CITY,"","1501501",,6
201,Bom Jesus do Tocantins,CITY,"","1501576",,6
202,Bonito,CITY,"","1501600",,6
203,Bragança,CITY,"","1501709",,6
204,Brasil Novo,CITY,"","1501725",,6
205,Brejo Grande do Araguaia,CITY,"","1501758",,6
206,Breu Branco,CITY,"","1501782",,6
207,Breves,CITY,"","1501808",,6
208,Bujaru,CITY,"","1501907",,6
209,Cachoeira do Piriá,CITY,"","1501956",,6
210,Cachoeira do Arari,CITY,"","1502004",,6
211,Cametá,CITY,"","1502103",,6
212,Canaã dos Carajás,CITY,"","1502152",,6
213,Capanema,CITY,"","1502202",,6
214,Capitão Poço,CITY,"","1502301",,6
215,Castanhal,CITY,"","1502400",,6
216,Chaves,CITY,"","1502509",,6
217,Colares,CITY,"","1502608",,6
218,Conceição do Araguaia,CITY,"","1502707",,6
219,Concórdia do Pará,CITY,"","1502756",,6
220,Cumaru do Norte,CITY,"","1502764",,6
221,Curionópolis,CITY,"","1502772",,6
222,Curralinho,CITY,"","1502806",,6
223,Curuá,CITY,"","1502855",,6
224,Curuçá,CITY,"","1502905",,6
225,Dom Eliseu,CITY,"","1502939",,6
226,Eldorado dos Carajás,CITY,"","1502954",,6
227,Faro,CITY,"","1503002",,6
228,Floresta do Araguaia,CITY,"","1503044",,6
229,Garrafão do Norte,CITY,"","1503077",,6
230,Goianésia do Pará,CITY,"","1503093",,6
231,Gurupá,CITY,"","1503101",,6
232,Igarapé-Açu,CITY,"","1503200",,6
233,Igarapé-Miri,CITY,"","1503309",,6
234,Inhangapi,CITY,"","1503408",,6
235,Ipixuna do Pará,CITY,"","1503457",,6
236,Irituia,CITY,"","1503507",,6
237,Itaituba,CITY,"","1503606",,6
238,Itupiranga,CITY,"","1503705",,6
239,Jacareacanga,CITY,"","1503754",,6
240,Jacundá,CITY,"","1503804",,6
241,Juruti,CITY,"","1503903",,6
242,Limoeiro do Ajuru,CITY,"","1504000",,6
243,Mãe do Rio,CITY,"","1504059",,6
244,Magalhães Barata,CITY,"","1504109",,6
245,Marabá,CITY,"","1504208",,6
246,Maracanã,CITY,"","1504307",,6
247,Marapanim,CITY,"","1504406",,6
248,Marituba,CITY,"","1504422",,6
249,Medicilândia,CITY,"","1504455",,6
250,Melgaço,CITY,"","1504505",,6
251,Mocajuba,CITY,"","1504604",,6
252,Moju,CITY,"","1504703",,6
253,Mojuí dos Campos,CITY,"","1504752",,6
254,Monte Alegre,CITY,"","1504802",,6
255,Muaná,CITY,"","1504901",,6
256,Nova Esperança do Piriá,CITY,"","1504950",,6
257,Nova Ipixuna,CITY,"","1504976",,6
258,Nova Timboteua,CITY,"","1505007",,6
259,Novo Progresso,CITY,"","1505031",,6
260,Novo Repartimento,CITY,"","1505064",,6
261,Óbidos,CITY,"","1505106",,6
262,Oeiras do Pará,CITY,"","1505205",,6
263,Oriximiná,CITY,"","1505304",,6
264,Ourém,CITY,"","1505403",,6
265,Ourilândia do Norte,CITY,"","1505437",,6
266,Pacajá,CITY,"","1505486",,6
267,Palestina do Pará,CITY,"","1505494",,6
268,Paragominas,CITY,"","1505502",,6
269,Parauapebas,CITY,"","1505536",,6
270,Pau D'Arco,CITY,"","1505551",,6
271,Peixe-Boi,CITY,"","1505601",,6
272,Piçarra,CITY,"","1505635",,6
273,Placas,CITY,"","1505650",,6
274,Ponta de Pedras,CITY,"","1505700",,6
275,Portel,CITY,"","1505809",,6
276,Porto de Moz,CITY,"","1505908",,6
277,Prainha,CITY,"","1506005",,6
278,Primavera,CITY,"","1506104",,6
279,Quatipuru,CITY,"","1506112",,6
280,Redenção,CITY,"","1506138",,6
281,Rio Maria,CITY,"","1506161",,6
282,Rondon do Pará,CITY,"","1506187",,6
283,Rurópolis,CITY,"","1506195",,6
284,Salinópolis,CITY,"","1506203",,6
285,Salvaterra,CITY,"","1506302",,6
286,Santa Bárbara do Pará,CITY,"","1506351",,6
287,Santa Cruz do Arari,CITY,"","1506401",,6
288,Santa Isabel do Pará,CITY,"","1506500",,6
289,Santa Luzia do Pará,CITY,"","1506559",,6
290,Santa Maria das Barreiras,CITY,"","1506583",,6
291,Santa Maria do Pará,CITY,"","1506609",,6
292,Santana do Araguaia,CITY,"","1506708",,6
293,Santarém,CITY,"","1506807",,6
294,Santarém Novo,CITY,"","1506906",,6
295,Santo Antônio do Tauá,CITY,"","1507003",,6
296,São Caetano de Odivelas,CITY,"","1507102",,6
297,São Domingos do Araguaia,CITY,"","1507151",,6
298,São Domingos do Capim,CITY,"","1507201",,6
299,São Félix do Xingu,CITY,"","1507300",,6
300,São Francisco do Pará,CITY,"","1507409",,6
301,São Geraldo do Araguaia,CITY,"","1507458",,6
302,São João da Ponta,CITY,"","1507466",,6
303,São João de Pirabas,CITY,"","1507474",,6
304,São João do Araguaia,CITY,"","1507508",,6
305,São Miguel do Guamá,CITY,"","1507607",,6
306,São Sebastião da Boa Vista,CITY,"","1507706",,6
307,Sapucaia,CITY,"","1507755",,6
308,Senador José Porfírio,CITY,"","1507805",,6
309,Soure,CITY,"","1507904",,6
310,Tailândia,CITY,"","1507953",,6
311,Terra Alta,CITY,"","1507961",,6
312,Terra Santa,CITY,"","1507979",,6
313,Tomé-Açú,CITY,"","1508001",,6
314,Tracuateua,CITY,"","1508035",,6
315,Trairão,CITY,"","1508050",,6
316,Tucumã,CITY,"","1508084",,6
317,Tucuruí,CITY,"","1508100",,6
318,Ulianópolis,CITY,"","1508126",,6
319,Uruará,CITY,"","1508159",,6
320,Vigia,CITY,"","1508209",,6
321,Viseu,CITY,"","1508308",,6
322,Vitória do Xingu,CITY,"","1508357",,6
323,Xinguara,CITY,"","1508407",,6
324,Serra do Navio,CITY,"","1600055",,7
325,Amapá,CITY,"","1600105",,7
326,Pedra Branca do Amaparí,CITY,"","1600154",,7
327,Calçoene,CITY,"","1600204",,7
328,Cutias,CITY,"","1600212",,7
329,Ferreira Gomes,CITY,"","1600238",,7
330,Itaubal,CITY,"","1600253",,7
331,Laranjal do Jari,CITY,"","1600279",,7
332,Macapá,CITY,"","1600303",,7
333,Mazagão,CITY,"","1600402",,7
334,Oiapoque,CITY,"","1600501",,7
335,Porto Grande,CITY,"","1600535",,7
336,Pracuúba,CITY,"","1600550",,7
337,Santana,CITY,"","1600600",,7
338,Tartarugalzinho,CITY,"","1600709",,7
339,Vitória do Jari,CITY,"","1600808",,7
340,Abreulândia,CITY,"","1700251",,8
341,Aguiarnópolis,CITY,"","1700301",,8
342,Aliança do Tocantins,CITY,"","1700350",,8
343,Almas,CITY,"","1700400",,8
344,Alvorada,CITY,"","1700707",,8
345,Ananás,CITY,"","1701002",,8
346,Angico,CITY,"","1701051",,8
347,Aparecida do Rio Negro,CITY,"","1701101",,8
348,Aragominas,CITY,"","1701309",,8
349,Araguacema,CITY,"","1701903",,8
350,Araguaçu,CITY,"","1702000",,8
351,Araguaína,CITY,"","1702109",,8
352,Araguanã,CITY,"","1702158",,8
353,Araguatins,CITY,"","1702208",,8
354,Arapoema,CITY,"","1702307",,8
355,Arraias,CITY,"","1702406",,8
356,Augustinópolis,CITY,"","1702554",,8
357,Aurora do Tocantins,CITY,"","1702703",,8
358,Axixá do Tocantins,CITY,"","1702901",,8
359,Babaçulândia,CITY,"","1703008",,8
360,Bandeirantes do Tocantins,CITY,"","1703057",,8
361,Barra do Ouro,CITY,"","1703073",,8
362,Barrolândia,CITY,"","1703107",,8
363,Bernardo Sayão,CITY,"","1703206",,8
364,Bom Jesus do Tocantins,CITY,"","1703305",,8
365,Brasilândia do Tocantins,CITY,"","1703602",,8
366,Brejinho de Nazaré,CITY,"","1703701",,8
367,Buriti do Tocantins,CITY,"","1703800",,8
368,Cachoeirinha,CITY,"","1703826",,8
369,Campos Lindos,CITY,"","1703842",,8
487,Alto Parnaíba,CITY,"","2100501",,9
370,Cariri do Tocantins,CITY,"","1703867",,8
371,Carmolândia,CITY,"","1703883",,8
372,Carrasco Bonito,CITY,"","1703891",,8
373,Caseara,CITY,"","1703909",,8
374,Centenário,CITY,"","1704105",,8
375,Chapada de Areia,CITY,"","1704600",,8
376,Chapada da Natividade,CITY,"","1705102",,8
377,Colinas do Tocantins,CITY,"","1705508",,8
378,Combinado,CITY,"","1705557",,8
379,Conceição do Tocantins,CITY,"","1705607",,8
380,Couto de Magalhães,CITY,"","1706001",,8
381,Cristalândia,CITY,"","1706100",,8
382,Crixás do Tocantins,CITY,"","1706258",,8
383,Darcinópolis,CITY,"","1706506",,8
384,Dianópolis,CITY,"","1707009",,8
385,Divinópolis do Tocantins,CITY,"","1707108",,8
386,Dois Irmãos do Tocantins,CITY,"","1707207",,8
387,Duerê,CITY,"","1707306",,8
388,Esperantina,CITY,"","1707405",,8
389,Fátima,CITY,"","1707553",,8
390,Figueirópolis,CITY,"","1707652",,8
391,Filadélfia,CITY,"","1707702",,8
392,Formoso do Araguaia,CITY,"","1708205",,8
393,Fortaleza do Tabocão,CITY,"","1708254",,8
394,Goianorte,CITY,"","1708304",,8
395,Goiatins,CITY,"","1709005",,8
396,Guaraí,CITY,"","1709302",,8
397,Gurupi,CITY,"","1709500",,8
398,Ipueiras,CITY,"","1709807",,8
399,Itacajá,CITY,"","1710508",,8
400,Itaguatins,CITY,"","1710706",,8
401,Itapiratins,CITY,"","1710904",,8
402,Itaporã do Tocantins,CITY,"","1711100",,8
403,Jaú do Tocantins,CITY,"","1711506",,8
404,Juarina,CITY,"","1711803",,8
405,Lagoa da Confusão,CITY,"","1711902",,8
406,Lagoa do Tocantins,CITY,"","1711951",,8
407,Lajeado,CITY,"","1712009",,8
408,Lavandeira,CITY,"","1712157",,8
409,Lizarda,CITY,"","1712405",,8
410,Luzinópolis,CITY,"","1712454",,8
411,Marianópolis do Tocantins,CITY,"","1712504",,8
412,Mateiros,CITY,"","1712702",,8
413,Maurilândia do Tocantins,CITY,"","1712801",,8
414,Miracema do Tocantins,CITY,"","1713205",,8
415,Miranorte,CITY,"","1713304",,8
416,Monte do Carmo,CITY,"","1713601",,8
417,Monte Santo do Tocantins,CITY,"","1713700",,8
418,Palmeiras do Tocantins,CITY,"","1713809",,8
419,Muricilândia,CITY,"","1713957",,8
420,Natividade,CITY,"","1714203",,8
421,Nazaré,CITY,"","1714302",,8
422,Nova Olinda,CITY,"","1714880",,8
423,Nova Rosalândia,CITY,"","1715002",,8
424,Novo Acordo,CITY,"","1715101",,8
425,Novo Alegre,CITY,"","1715150",,8
426,Novo Jardim,CITY,"","1715259",,8
427,Oliveira de Fátima,CITY,"","1715507",,8
428,Palmeirante,CITY,"","1715705",,8
429,Palmeirópolis,CITY,"","1715754",,8
430,Paraíso do Tocantins,CITY,"","1716109",,8
431,Paranã,CITY,"","1716208",,8
432,Pau D'Arco,CITY,"","1716307",,8
433,Pedro Afonso,CITY,"","1716505",,8
434,Peixe,CITY,"","1716604",,8
435,Pequizeiro,CITY,"","1716653",,8
436,Colméia,CITY,"","1716703",,8
437,Pindorama do Tocantins,CITY,"","1717008",,8
438,Piraquê,CITY,"","1717206",,8
439,Pium,CITY,"","1717503",,8
440,Ponte Alta do Bom Jesus,CITY,"","1717800",,8
441,Ponte Alta do Tocantins,CITY,"","1717909",,8
442,Porto Alegre do Tocantins,CITY,"","1718006",,8
443,Porto Nacional,CITY,"","1718204",,8
444,Praia Norte,CITY,"","1718303",,8
445,Presidente Kennedy,CITY,"","1718402",,8
446,Pugmil,CITY,"","1718451",,8
447,Recursolândia,CITY,"","1718501",,8
448,Riachinho,CITY,"","1718550",,8
449,Rio da Conceição,CITY,"","1718659",,8
450,Rio dos Bois,CITY,"","1718709",,8
451,Rio Sono,CITY,"","1718758",,8
452,Sampaio,CITY,"","1718808",,8
453,Sandolândia,CITY,"","1718840",,8
454,Santa Fé do Araguaia,CITY,"","1718865",,8
455,Santa Maria do Tocantins,CITY,"","1718881",,8
456,Santa Rita do Tocantins,CITY,"","1718899",,8
457,Santa Rosa do Tocantins,CITY,"","1718907",,8
458,Santa Tereza do Tocantins,CITY,"","1719004",,8
459,Santa Terezinha do Tocantins,CITY,"","1720002",,8
460,São Bento do Tocantins,CITY,"","1720101",,8
461,São Félix do Tocantins,CITY,"","1720150",,8
462,São Miguel do Tocantins,CITY,"","1720200",,8
463,São Salvador do Tocantins,CITY,"","1720259",,8
464,São Sebastião do Tocantins,CITY,"","1720309",,8
465,São Valério da Natividade,CITY,"","1720499",,8
466,Silvanópolis,CITY,"","1720655",,8
467,Sítio Novo do Tocantins,CITY,"","1720804",,8
468,Sucupira,CITY,"","1720853",,8
469,Taguatinga,CITY,"","1720903",,8
470,Taipas do Tocantins,CITY,"","1720937",,8
471,Talismã,CITY,"","1720978",,8
472,Palmas,CITY,"","1721000",,8
473,Tocantínia,CITY,"","1721109",,8
474,Tocantinópolis,CITY,"","1721208",,8
475,Tupirama,CITY,"","1721257",,8
476,Tupiratins,CITY,"","1721307",,8
477,Wanderlândia,CITY,"","1722081",,8
478,Xambioá,CITY,"","1722107",,8
479,Açailândia,CITY,"","2100055",,9
480,Afonso Cunha,CITY,"","2100105",,9
481,Água Doce do Maranhão,CITY,"","2100154",,9
482,Alcântara,CITY,"","2100204",,9
483,Aldeias Altas,CITY,"","2100303",,9
484,Altamira do Maranhão,CITY,"","2100402",,9
485,Alto Alegre do Maranhão,CITY,"","2100436",,9
486,Alto Alegre do Pindaré,CITY,"","2100477",,9
488,Amapá do Maranhão,CITY,"","2100550",,9
489,Amarante do Maranhão,CITY,"","2100600",,9
490,Anajatuba,CITY,"","2100709",,9
491,Anapurus,CITY,"","2100808",,9
492,Apicum-Açu,CITY,"","2100832",,9
493,Araguanã,CITY,"","2100873",,9
494,Araióses,CITY,"","2100907",,9
495,Arame,CITY,"","2100956",,9
496,Arari,CITY,"","2101004",,9
497,Axixá,CITY,"","2101103",,9
498,Bacabal,CITY,"","2101202",,9
499,Bacabeira,CITY,"","2101251",,9
500,Bacuri,CITY,"","2101301",,9
501,Bacurituba,CITY,"","2101350",,9
502,Balsas,CITY,"","2101400",,9
503,Barão de Grajaú,CITY,"","2101509",,9
504,Barra do Corda,CITY,"","2101608",,9
505,Barreirinhas,CITY,"","2101707",,9
506,Belágua,CITY,"","2101731",,9
507,Bela Vista do Maranhão,CITY,"","2101772",,9
508,Benedito Leite,CITY,"","2101806",,9
509,Bequimão,CITY,"","2101905",,9
510,Bernardo do Mearim,CITY,"","2101939",,9
511,Boa Vista do Gurupi,CITY,"","2101970",,9
512,Bom Jardim,CITY,"","2102002",,9
513,Bom Jesus das Selvas,CITY,"","2102036",,9
514,Bom Lugar,CITY,"","2102077",,9
515,Brejo,CITY,"","2102101",,9
516,Brejo de Areia,CITY,"","2102150",,9
517,Buriti,CITY,"","2102200",,9
518,Buriti Bravo,CITY,"","2102309",,9
519,Buriticupu,CITY,"","2102325",,9
520,Buritirana,CITY,"","2102358",,9
521,Cachoeira Grande,CITY,"","2102374",,9
522,Cajapió,CITY,"","2102408",,9
523,Cajari,CITY,"","2102507",,9
524,Campestre do Maranhão,CITY,"","2102556",,9
525,Cândido Mendes,CITY,"","2102606",,9
526,Cantanhede,CITY,"","2102705",,9
527,Capinzal do Norte,CITY,"","2102754",,9
528,Carolina,CITY,"","2102804",,9
529,Carutapera,CITY,"","2102903",,9
530,Caxias,CITY,"","2103000",,9
531,Cedral,CITY,"","2103109",,9
532,Central do Maranhão,CITY,"","2103125",,9
533,Centro do Guilherme,CITY,"","2103158",,9
534,Centro Novo do Maranhão,CITY,"","2103174",,9
535,Chapadinha,CITY,"","2103208",,9
536,Cidelândia,CITY,"","2103257",,9
537,Codó,CITY,"","2103307",,9
538,Coelho Neto,CITY,"","2103406",,9
539,Colinas,CITY,"","2103505",,9
540,Conceição do Lago-Açu,CITY,"","2103554",,9
541,Coroatá,CITY,"","2103604",,9
542,Cururupu,CITY,"","2103703",,9
543,Davinópolis,CITY,"","2103752",,9
544,Dom Pedro,CITY,"","2103802",,9
545,Duque Bacelar,CITY,"","2103901",,9
546,Esperantinópolis,CITY,"","2104008",,9
547,Estreito,CITY,"","2104057",,9
548,Feira Nova do Maranhão,CITY,"","2104073",,9
549,Fernando Falcão,CITY,"","2104081",,9
550,Formosa da Serra Negra,CITY,"","2104099",,9
551,Fortaleza dos Nogueiras,CITY,"","2104107",,9
552,Fortuna,CITY,"","2104206",,9
553,Godofredo Viana,CITY,"","2104305",,9
554,Gonçalves Dias,CITY,"","2104404",,9
555,Governador Archer,CITY,"","2104503",,9
556,Governador Edison Lobão,CITY,"","2104552",,9
557,Governador Eugênio Barros,CITY,"","2104602",,9
558,Governador Luiz Rocha,CITY,"","2104628",,9
559,Governador Newton Bello,CITY,"","2104651",,9
560,Governador Nunes Freire,CITY,"","2104677",,9
561,Graça Aranha,CITY,"","2104701",,9
562,Grajaú,CITY,"","2104800",,9
563,Guimarães,CITY,"","2104909",,9
564,Humberto de Campos,CITY,"","2105005",,9
565,Icatu,CITY,"","2105104",,9
566,Igarapé do Meio,CITY,"","2105153",,9
567,Igarapé Grande,CITY,"","2105203",,9
568,Imperatriz,CITY,"","2105302",,9
569,Itaipava do Grajaú,CITY,"","2105351",,9
570,Itapecuru Mirim,CITY,"","2105401",,9
571,Itinga do Maranhão,CITY,"","2105427",,9
572,Jatobá,CITY,"","2105450",,9
573,Jenipapo dos Vieiras,CITY,"","2105476",,9
574,João Lisboa,CITY,"","2105500",,9
575,Joselândia,CITY,"","2105609",,9
576,Junco do Maranhão,CITY,"","2105658",,9
577,Lago da Pedra,CITY,"","2105708",,9
578,Lago do Junco,CITY,"","2105807",,9
579,Lago Verde,CITY,"","2105906",,9
580,Lagoa do Mato,CITY,"","2105922",,9
581,Lago dos Rodrigues,CITY,"","2105948",,9
582,Lagoa Grande do Maranhão,CITY,"","2105963",,9
583,Lajeado Novo,CITY,"","2105989",,9
584,Lima Campos,CITY,"","2106003",,9
585,Loreto,CITY,"","2106102",,9
586,Luís Domingues,CITY,"","2106201",,9
587,Magalhães de Almeida,CITY,"","2106300",,9
588,Maracaçumé,CITY,"","2106326",,9
589,Marajá do Sena,CITY,"","2106359",,9
590,Maranhãozinho,CITY,"","2106375",,9
591,Mata Roma,CITY,"","2106409",,9
592,Matinha,CITY,"","2106508",,9
593,Matões,CITY,"","2106607",,9
594,Matões do Norte,CITY,"","2106631",,9
595,Milagres do Maranhão,CITY,"","2106672",,9
596,Mirador,CITY,"","2106706",,9
597,Miranda do Norte,CITY,"","2106755",,9
598,Mirinzal,CITY,"","2106805",,9
599,Monção,CITY,"","2106904",,9
600,Montes Altos,CITY,"","2107001",,9
601,Morros,CITY,"","2107100",,9
602,Nina Rodrigues,CITY,"","2107209",,9
603,Nova Colinas,CITY,"","2107258",,9
604,Nova Iorque,CITY,"","2107308",,9
605,Nova Olinda do Maranhão,CITY,"","2107357",,9
