"id","name","type","abbrev","ibge","bacen","id_place_parent"
1242,São Pedro,CITY,"","2412708",,12
1243,São Rafael,CITY,"","2412807",,12
1244,São Tomé,CITY,"","2412906",,12
1245,São Vicente,CITY,"","2413003",,12
1246,Senador Elói de Souza,CITY,"","2413102",,12
1247,Senador Georgino Avelino,CITY,"","2413201",,12
1248,Serra de São Bento,CITY,"","2413300",,12
1249,Serra do Mel,CITY,"","2413359",,12
1250,Serra Negra do Norte,CITY,"","2413409",,12
1251,Serrinha,CITY,"","2413508",,12
1252,Serrinha dos Pintos,CITY,"","2413557",,12
1253,Severiano Melo,CITY,"","2413607",,12
1254,Sítio Novo,CITY,"","2413706",,12
1255,Taboleiro Grande,CITY,"","2413805",,12
1256,Taipu,CITY,"","2413904",,12
1257,Tangará,CITY,"","2414001",,12
1258,Tenente Ananias,CITY,"","2414100",,12
1259,Tenente Laurentino Cruz,CITY,"","2414159",,12
1260,Tibau do Sul,CITY,"","2414209",,12
1261,Timbaúba dos Batistas,CITY,"","2414308",,12
1262,Touros,CITY,"","2414407",,12
1263,Triunfo Potiguar,CITY,"","2414456",,12
1264,Umarizal,CITY,"","2414506",,12
1265,Upanema,CITY,"","2414605",,12
1266,Várzea,CITY,"","2414704",,12
1267,Venha-Ver,CITY,"","2414753",,12
1268,Vera Cruz,CITY,"","2414803",,12
1269,Viçosa,CITY,"","2414902",,12
1270,Vila Flor,CITY,"","2415008",,12
1271,Água Branca,CITY,"","2500106",,13
1272,Aguiar,CITY,"","2500205",,13
1273,Alagoa Grande,CITY,"","2500304",,13
1274,Alagoa Nova,CITY,"","2500403",,13
1275,Alagoinha,CITY,"","2500502",,13
1276,Alcantil,CITY,"","2500536",,13
1277,Algodão de Jandaíra,CITY,"","2500577",,13
1278,Alhandra,CITY,"","2500601",,13
1279,São João do Rio do Peixe,CITY,"","2500700",,13
1280,Amparo,CITY,"","2500734",,13
1281,Aparecida,CITY,"","2500775",,13
1282,Araçagi,CITY,"","2500809",,13
1283,Arara,CITY,"","2500908",,13
1284,Araruna,CITY,"","2501005",,13
1285,Areia,CITY,"","2501104",,13
1286,Areia de Baraúnas,CITY,"","2501153",,13
1287,Areial,CITY,"","2501203",,13
1288,Aroeiras,CITY,"","2501302",,13
1289,Assunção,CITY,"","2501351",,13
1290,Baía da Traição,CITY,"","2501401",,13
1291,Bananeiras,CITY,"","2501500",,13
1292,Baraúna,CITY,"","2501534",,13
1293,Barra de Santana,CITY,"","2501575",,13
1294,Barra de Santa Rosa,CITY,"","2501609",,13
1295,Barra de São Miguel,CITY,"","2501708",,13
1296,Bayeux,CITY,"","2501807",,13
1297,Belém,CITY,"","2501906",,13
1298,Belém do Brejo do Cruz,CITY,"","2502003",,13
1299,Bernardino Batista,CITY,"","2502052",,13
1300,Boa Ventura,CITY,"","2502102",,13
1301,Boa Vista,CITY,"","2502151",,13
1302,Bom Jesus,CITY,"","2502201",,13
1303,Bom Sucesso,CITY,"","2502300",,13
1304,Bonito de Santa Fé,CITY,"","2502409",,13
1305,Boqueirão,CITY,"","2502508",,13
1306,Igaracy,CITY,"","2502607",,13
1307,Borborema,CITY,"","2502706",,13
1308,Brejo do Cruz,CITY,"","2502805",,13
1309,Brejo dos Santos,CITY,"","2502904",,13
1310,Caaporã,CITY,"","2503001",,13
1311,Cabaceiras,CITY,"","2503100",,13
1312,Cabedelo,CITY,"","2503209",,13
1313,Cachoeira dos Índios,CITY,"","2503308",,13
1314,Cacimba de Areia,CITY,"","2503407",,13
1315,Cacimba de Dentro,CITY,"","2503506",,13
1316,Cacimbas,CITY,"","2503555",,13
1317,Caiçara,CITY,"","2503605",,13
1318,Cajazeiras,CITY,"","2503704",,13
1319,Cajazeirinhas,CITY,"","2503753",,13
1320,Caldas Brandão,CITY,"","2503803",,13
1321,Camalaú,CITY,"","2503902",,13
1322,Campina Grande,CITY,"","2504009",,13
1323,Capim,CITY,"","2504033",,13
1324,Caraúbas,CITY,"","2504074",,13
1325,Carrapateira,CITY,"","2504108",,13
1326,Casserengue,CITY,"","2504157",,13
1327,Catingueira,CITY,"","2504207",,13
1328,Catolé do Rocha,CITY,"","2504306",,13
1329,Caturité,CITY,"","2504355",,13
1330,Conceição,CITY,"","2504405",,13
1331,Condado,CITY,"","2504504",,13
1332,Conde,CITY,"","2504603",,13
1333,Congo,CITY,"","2504702",,13
1334,Coremas,CITY,"","2504801",,13
1335,Coxixola,CITY,"","2504850",,13
1336,Cruz do Espírito Santo,CITY,"","2504900",,13
1337,Cubati,CITY,"","2505006",,13
1338,Cuité,CITY,"","2505105",,13
1339,Cuitegi,CITY,"","2505204",,13
1340,Cuité de Mamanguape,CITY,"","2505238",,13
1341,Curral de Cima,CITY,"","2505279",,13
1342,Curral Velho,CITY,"","2505303",,13
1343,Damião,CITY,"","2505352",,13
1344,Desterro,CITY,"","2505402",,13
1345,Vista Serrana,CITY,"","2505501",,13
1346,Diamante,CITY,"","2505600",,13
1347,Dona Inês,CITY,"","2505709",,13
1348,Duas Estradas,CITY,"","2505808",,13
1349,Emas,CITY,"","2505907",,13
1350,Esperança,CITY,"","2506004",,13
1351,Fagundes,CITY,"","2506103",,13
1352,Frei Martinho,CITY,"","2506202",,13
1353,Gado Bravo,CITY,"","2506251",,13
1354,Guarabira,CITY,"","2506301",,13
1355,Gurinhém,CITY,"","2506400",,13
1356,Gurjão,CITY,"","2506509",,13
1357,Ibiara,CITY,"","2506608",,13
1358,Imaculada,CITY,"","2506707",,13
1359,Ingá,CITY,"","2506806",,13
1360,Itabaiana,CITY,"","2506905",,13
1361,Itaporanga,CITY,"","2507002",,13
1362,Itapororoca,CITY,"","2507101",,13
1363,Itatuba,CITY,"","2507200",,13
1364,Jacaraú,CITY,"","2507309",,13
1365,Jericó,CITY,"","2507408",,13
1366,João Pessoa,CITY,"","2507507",,13
1367,Juarez Távora,CITY,"","2507606",,13
1368,Juazeirinho,CITY,"","2507705",,13
1369,Junco do Seridó,CITY,"","2507804",,13
1370,Juripiranga,CITY,"","2507903",,13
1371,Juru,CITY,"","2508000",,13
1372,Lagoa,CITY,"","2508109",,13
1373,Lagoa de Dentro,CITY,"","2508208",,13
1374,Lagoa Seca,CITY,"","2508307",,13
1375,Lastro,CITY,"","2508406",,13
1376,Livramento,CITY,"","2508505",,13
1377,Logradouro,CITY,"","2508554",,13
1378,Lucena,CITY,"","2508604",,13
1379,Mãe D'Água,CITY,"","2508703",,13
1380,Malta,CITY,"","2508802",,13
1381,Mamanguape,CITY,"","2508901",,13
1382,Manaíra,CITY,"","2509008",,13
1383,Marcação,CITY,"","2509057",,13
1384,Mari,CITY,"","2509107",,13
1385,Marizópolis,CITY,"","2509156",,13
1386,Massaranduba,CITY,"","2509206",,13
1387,Mataraca,CITY,"","2509305",,13
1388,Matinhas,CITY,"","2509339",,13
1389,Mato Grosso,CITY,"","2509370",,13
1390,Maturéia,CITY,"","2509396",,13
1391,Mogeiro,CITY,"","2509404",,13
1392,Montadas,CITY,"","2509503",,13
1393,Monte Horebe,CITY,"","2509602",,13
1394,Monteiro,CITY,"","2509701",,13
1395,Mulungu,CITY,"","2509800",,13
1396,Natuba,CITY,"","2509909",,13
1397,Nazarezinho,CITY,"","2510006",,13
1398,Nova Floresta,CITY,"","2510105",,13
1399,Nova Olinda,CITY,"","2510204",,13
1400,Nova Palmeira,CITY,"","2510303",,13
1401,Olho D'Água,CITY,"","2510402",,13
1402,Olivedos,CITY,"","2510501",,13
1403,Ouro Velho,CITY,"","2510600",,13
1404,Parari,CITY,"","2510659",,13
1405,Passagem,CITY,"","2510709",,13
1406,Patos,CITY,"","2510808",,13
1407,Paulista,CITY,"","2510907",,13
1408,Pedra Branca,CITY,"","2511004",,13
1409,Pedra Lavrada,CITY,"","2511103",,13
1410,Pedras de Fogo,CITY,"","2511202",,13
1411,Piancó,CITY,"","2511301",,13
1412,Picuí,CITY,"","2511400",,13
1413,Pilar,CITY,"","2511509",,13
1414,Pilões,CITY,"","2511608",,13
1415,Pilõezinhos,CITY,"","2511707",,13
1416,Pirpirituba,CITY,"","2511806",,13
1417,Pitimbu,CITY,"","2511905",,13
1418,Pocinhos,CITY,"","2512002",,13
1419,Poço Dantas,CITY,"","2512036",,13
1420,Poço de José de Moura,CITY,"","2512077",,13
1421,Pombal,CITY,"","2512101",,13
1422,Prata,CITY,"","2512200",,13
1423,Princesa Isabel,CITY,"","2512309",,13
1424,Puxinanã,CITY,"","2512408",,13
1425,Queimadas,CITY,"","2512507",,13
1426,Quixabá,CITY,"","2512606",,13
1427,Remígio,CITY,"","2512705",,13
1428,Pedro Régis,CITY,"","2512721",,13
1429,Riachão,CITY,"","2512747",,13
1430,Riachão do Bacamarte,CITY,"","2512754",,13
1431,Riachão do Poço,CITY,"","2512762",,13
1432,Riacho de Santo Antônio,CITY,"","2512788",,13
1433,Riacho dos Cavalos,CITY,"","2512804",,13
1434,Rio Tinto,CITY,"","2512903",,13
1435,Salgadinho,CITY,"","2513000",,13
1436,Salgado de São Félix,CITY,"","2513109",,13
1437,Santa Cecília,CITY,"","2513158",,13
1438,Santa Cruz,CITY,"","2513208",,13
1439,Santa Helena,CITY,"","2513307",,13
1440,Santa Inês,CITY,"","2513356",,13
1441,Santa Luzia,CITY,"","2513406",,13
1442,Santana de Mangueira,CITY,"","2513505",,13
1443,Santana dos Garrotes,CITY,"","2513604",,13
1444,Joca Claudino,CITY,"","2513653",,13
1445,Santa Rita,CITY,"","2513703",,13
1446,Santa Teresinha,CITY,"","2513802",,13
1447,Santo André,CITY,"","2513851",,13
1448,São Bento,CITY,"","2513901",,13
1449,São Bentinho,CITY,"","2513927",,13
1450,São Domingos do Cariri,CITY,"","2513943",,13
1451,São Domingos,CITY,"","2513968",,13
1452,São Francisco,CITY,"","2513984",,13
1453,São João do Cariri,CITY,"","2514008",,13
1454,São João do Tigre,CITY,"","2514107",,13
1455,São José da Lagoa Tapada,CITY,"","2514206",,13
1456,São José de Caiana,CITY,"","2514305",,13
1457,São José de Espinharas,CITY,"","2514404",,13
1458,São José dos Ramos,CITY,"","2514453",,13
1459,São José de Piranhas,CITY,"","2514503",,13
1460,São José de Princesa,CITY,"","2514552",,13
1461,São José do Bonfim,CITY,"","2514602",,13
1462,São José do Brejo do Cruz,CITY,"","2514651",,13
1463,São José do Sabugi,CITY,"","2514701",,13
1464,São José dos Cordeiros,CITY,"","2514800",,13
1465,São Mamede,CITY,"","2514909",,13
1466,São Miguel de Taipu,CITY,"","2515005",,13
1467,São Sebastião de Lagoa de Roça,CITY,"","2515104",,13
1468,São Sebastião do Umbuzeiro,CITY,"","2515203",,13
1469,Sapé,CITY,"","2515302",,13
1470,São Vicente do Seridó,CITY,"","2515401",,13
1471,Serra Branca,CITY,"","2515500",,13
1472,Serra da Raiz,CITY,"","2515609",,13
1473,Serra Grande,CITY,"","2515708",,13
1474,Serra Redonda,CITY,"","2515807",,13
1475,Serraria,CITY,"","2515906",,13
1476,Sertãozinho,CITY,"","2515930",,13
1477,Sobrado,CITY,"","2515971",,13
1478,Solânea,CITY,"","2516003",,13
1479,Soledade,CITY,"","2516102",,13
1480,Sossego,CITY,"","2516151",,13
1481,Sousa,CITY,"","2516201",,13
1482,Sumé,CITY,"","2516300",,13
1483,Tacima,CITY,"","2516409",,13
1484,Taperoá,CITY,"","2516508",,13
1485,Tavares,CITY,"","2516607",,13
1486,Teixeira,CITY,"","2516706",,13
1487,Tenório,CITY,"","2516755",,13
1488,Triunfo,CITY,"","2516805",,13
1489,Uiraúna,CITY,"","2516904",,13
1490,Umbuzeiro,CITY,"","2517001",,13
1491,Várzea,CITY,"","2517100",,13
1492,Vieirópolis,CITY,"","2517209",,13
1493,Zabelê,CITY,"","2517407",,13
1494,Abreu e Lima,CITY,"","2600054",,14
1495,Afogados da Ingazeira,CITY,"","2600104",,14
1496,Afrânio,CITY,"","2600203",,14
1497,Agrestina,CITY,"","2600302",,14
1498,Água Preta,CITY,"","2600401",,14
1499,Águas Belas,CITY,"","2600500",,14
1500,Alagoinha,CITY,"","2600609",,14
1501,Aliança,CITY,"","2600708",,14
1502,Altinho,CITY,"","2600807",,14
1503,Amaraji,CITY,"","2600906",,14
1504,Angelim,CITY,"","2601003",,14
1505,Araçoiaba,CITY,"","2601052",,14
1506,Araripina,CITY,"","2601102",,14
1507,Arcoverde,CITY,"","2601201",,14
1508,Barra de Guabiraba,CITY,"","2601300",,14
1509,Barreiros,CITY,"","2601409",,14
1510,Belém de Maria,CITY,"","2601508",,14
1511,Belém do São Francisco,CITY,"","2601607",,14
1512,Belo Jardim,CITY,"","2601706",,14
1513,Betânia,CITY,"","2601805",,14
1514,Bezerros,CITY,"","2601904",,14
1515,Bodocó,CITY,"","2602001",,14
1516,Bom Conselho,CITY,"","2602100",,14
1517,Bom Jardim,CITY,"","2602209",,14
1518,Bonito,CITY,"","2602308",,14
1519,Brejão,CITY,"","2602407",,14
1520,Brejinho,CITY,"","2602506",,14
1521,Brejo da Madre de Deus,CITY,"","2602605",,14
1522,Buenos Aires,CITY,"","2602704",,14
1523,Buíque,CITY,"","2602803",,14
1524,Cabo de Santo Agostinho,CITY,"","2602902",,14
1525,Cabrobó,CITY,"","2603009",,14
1526,Cachoeirinha,CITY,"","2603108",,14
1527,Caetés,CITY,"","2603207",,14
1528,Calçado,CITY,"","2603306",,14
1529,Calumbi,CITY,"","2603405",,14
1530,Camaragibe,CITY,"","2603454",,14
1531,Camocim de São Félix,CITY,"","2603504",,14
1532,Camutanga,CITY,"","2603603",,14
1533,Canhotinho,CITY,"","2603702",,14
1534,Capoeiras,CITY,"","2603801",,14
1535,Carnaíba,CITY,"","2603900",,14
1536,Carnaubeira da Penha,CITY,"","2603926",,14
1537,Carpina,CITY,"","2604007",,14
1538,Caruaru,CITY,"","2604106",,14
1539,Casinhas,CITY,"","2604155",,14
1540,Catende,CITY,"","2604205",,14
1541,Cedro,CITY,"","2604304",,14
1542,Chã de Alegria,CITY,"","2604403",,14
1543,Chã Grande,CITY,"","2604502",,14
1544,Condado,CITY,"","2604601",,14
1545,Correntes,CITY,"","2604700",,14
1546,Cortês,CITY,"","2604809",,14
1547,Cumaru,CITY,"","2604908",,14
1548,Cupira,CITY,"","2605004",,14
1549,Custódia,CITY,"","2605103",,14
1550,Dormentes,CITY,"","2605152",,14
1551,Escada,CITY,"","2605202",,14
1552,Exu,CITY,"","2605301",,14
1553,Feira Nova,CITY,"","2605400",,14
1554,Fernando de Noronha,CITY,"","2605459",,14
1555,Ferreiros,CITY,"","2605509",,14
1556,Flores,CITY,"","2605608",,14
1557,Floresta,CITY,"","2605707",,14
1558,Frei Miguelinho,CITY,"","2605806",,14
1559,Gameleira,CITY,"","2605905",,14
1560,Garanhuns,CITY,"","2606002",,14
1561,Glória do Goitá,CITY,"","2606101",,14
1562,Goiana,CITY,"","2606200",,14
1563,Granito,CITY,"","2606309",,14
1564,Gravatá,CITY,"","2606408",,14
1565,Iati,CITY,"","2606507",,14
1566,Ibimirim,CITY,"","2606606",,14
1567,Ibirajuba,CITY,"","2606705",,14
1568,Igarassu,CITY,"","2606804",,14
1569,Iguaraci,CITY,"","2606903",,14
1570,Inajá,CITY,"","2607000",,14
1571,Ingazeira,CITY,"","2607109",,14
1572,Ipojuca,CITY,"","2607208",,14
1573,Ipubi,CITY,"","2607307",,14
1574,Itacuruba,CITY,"","2607406",,14
1575,Itaíba,CITY,"","2607505",,14
1576,Ilha de Itamaracá,CITY,"","2607604",,14
1577,Itambé,CITY,"","2607653",,14
1578,Itapetim,CITY,"","2607703",,14
1579,Itapissuma,CITY,"","2607752",,14
1580,Itaquitinga,CITY,"","2607802",,14
1581,Jaboatão dos Guararapes,CITY,"","2607901",,14
1582,Jaqueira,CITY,"","2607950",,14
1583,Jataúba,CITY,"","2608008",,14
1584,Jatobá,CITY,"","2608057",,14
1585,João Alfredo,CITY,"","2608107",,14
1586,Joaquim Nabuco,CITY,"","2608206",,14
1587,Jucati,CITY,"","2608255",,14
1588,Jupi,CITY,"","2608305",,14
1589,Jurema,CITY,"","2608404",,14
1590,Lagoa do Carro,CITY,"","2608453",,14
1591,Lagoa do Itaenga,CITY,"","2608503",,14
1592,Lagoa do Ouro,CITY,"","2608602",,14
1593,Lagoa dos Gatos,CITY,"","2608701",,14
1594,Lagoa Grande,CITY,"","2608750",,14
1595,Lajedo,CITY,"","2608800",,14
1596,Limoeiro,CITY,"","2608909",,14
1597,Macaparana,CITY,"","2609006",,14
1598,Machados,CITY,"","2609105",,14
1599,Manari,CITY,"","2609154",,14
1600,Maraial,CITY,"","2609204",,14
1601,Mirandiba,CITY,"","2609303",,14
1602,Moreno,CITY,"","2609402",,14
1603,Nazaré da Mata,CITY,"","2609501",,14
1604,Olinda,CITY,"","2609600",,14
1605,Orobó,CITY,"","2609709",,14
1606,Orocó,CITY,"","2609808",,14
1607,Ouricuri,CITY,"","2609907",,14
1608,Palmares,CITY,"","2610004",,14
1609,Palmeirina,CITY,"","2610103",,14
1610,Panelas,CITY,"","2610202",,14
1611,Paranatama,CITY,"","2610301",,14
1612,Parnamirim,CITY,"","2610400",,14
1613,Passira,CITY,"","2610509",,14
1614,Paudalho,CITY,"","2610608",,14
1615,Paulista,CITY,"","2610707",,14
1616,Pedra,CITY,"","2610806",,14
1617,Pesqueira,CITY,"","2610905",,14
1618,Petrolândia,CITY,"","2611002",,14
1619,Petrolina,CITY,"","2611101",,14
1620,Poção,CITY,"","2611200",,14
1621,Pombos,CITY,"","2611309",,14
1622,Primavera,CITY,"","2611408",,14
1623,Quipapá,CITY,"","2611507",,14
1624,Quixabá,CITY,"","2611533",,14
1625,Recife,CITY,"","2611606",,14
1626,Riacho das Almas,CITY,"","2611705",,14
1627,Ribeirão,CITY,"","2611804",,14
1628,Rio Formoso,CITY,"","2611903",,14
1629,Sairé,CITY,"","2612000",,14
1630,Salgadinho,CITY,"","2612109",,14
1631,Salgueiro,CITY,"","2612208",,14
1632,Saloá,CITY,"","2612307",,14
1633,Sanharó,CITY,"","2612406",,14
1634,Santa Cruz,CITY,"","2612455",,14
1635,Santa Cruz da Baixa Verde,CITY,"","2612471",,14
1636,Santa Cruz do Capibaribe,CITY,"","2612505",,14
1637,Santa Filomena,CITY,"","2612554",,14
1638,Santa Maria da Boa Vista,CITY,"","2612604",,14
1639,Santa Maria do Cambucá,CITY,"","2612703",,14
1640,Santa Terezinha,CITY,"","2612802",,14
1641,São Benedito do Sul,CITY,"","2612901",,14
1642,São Bento do Una,CITY,"","2613008",,14
1643,São Caitano,CITY,"","2613107",,14
1644,São João,CITY,"","2613206",,14
1645,São Joaquim do Monte,CITY,"","2613305",,14
1646,São José da Coroa Grande,CITY,"","2613404",,14
1647,São José do Belmonte,CITY,"","2613503",,14
1648,São José do Egito,CITY,"","2613602",,14
1649,São Lourenço da Mata,CITY,"","2613701",,14
1650,São Vicente Ferrer,CITY,"","2613800",,14
1651,Serra Talhada,CITY,"","2613909",,14
1652,Serrita,CITY,"","2614006",,14
1653,Sertânia,CITY,"","2614105",,14
1654,Sirinhaém,CITY,"","2614204",,14
1655,Moreilândia,CITY,"","2614303",,14
1656,Solidão,CITY,"","2614402",,14
1657,Surubim,CITY,"","2614501",,14
1658,Tabira,CITY,"","2614600",,14
1659,Tacaimbó,CITY,"","2614709",,14
1660,Tacaratu,CITY,"","2614808",,14
1661,Tamandaré,CITY,"","2614857",,14
1662,Taquaritinga do Norte,CITY,"","2615003",,14
1663,Terezinha,CITY,"","2615102",,14
1664,Terra Nova,CITY,"","2615201",,14
1665,Timbaúba,CITY,"","2615300",,14
1666,Toritama,CITY,"","2615409",,14
1667,Tracunhaém,CITY,"","2615508",,14
1668,Trindade,CITY,"","2615607",,14
1669,Triunfo,CITY,"","2615706",,14
1670,Tupanatinga,CITY,"","2615805",,14
1671,Tuparetama,CITY,"","2615904",,14
1672,Venturosa,CITY,"","2616001",,14
1673,Verdejante,CITY,"","2616100",,14
1674,Vertente do Lério,CITY,"","2616183",,14
1675,Vertentes,CITY,"","2616209",,14
1676,Vicência,CITY,"","2616308",,14
1677,Vitória de Santo Antão,CITY,"","2616407",,14
1678,Xexéu,CITY,"","2616506",,14
1679,Água Branca,CITY,"","2700102",,15
1680,Anadia,CITY,"","2700201",,15
1681,Arapiraca,CITY,"","2700300",,15
1682,Atalaia,CITY,"","2700409",,15
1683,Barra de Santo Antônio,CITY,"","2700508",,15
1684,Barra de São Miguel,CITY,"","2700607",,15
1685,Batalha,CITY,"","2700706",,15
1686,Belém,CITY,"","2700805",,15
1687,Belo Monte,CITY,"","2700904",,15
1688,Boca da Mata,CITY,"","2701001",,15
1689,Branquinha,CITY,"","2701100",,15
1690,Cacimbinhas,CITY,"","2701209",,15
1691,Cajueiro,CITY,"","2701308",,15
1692,Campestre,CITY,"","2701357",,15
1693,Campo Alegre,CITY,"","2701407",,15
1694,Campo Grande,CITY,"","2701506",,15
1695,Canapi,CITY,"","2701605",,15
1696,Capela,CITY,"","2701704",,15
1697,Carneiros,CITY,"","2701803",,15
1698,Chã Preta,CITY,"","2701902",,15
1699,Coité do Nóia,CITY,"","2702009",,15
1700,Colônia Leopoldina,CITY,"","2702108",,15
1701,Coqueiro Seco,CITY,"","2702207",,15
1702,Coruripe,CITY,"","2702306",,15
1703,Craíbas,CITY,"","2702355",,15
1704,Delmiro Gouveia,CITY,"","2702405",,15
1705,Dois Riachos,CITY,"","2702504",,15
1706,Estrela de Alagoas,CITY,"","2702553",,15
1707,Feira Grande,CITY,"","2702603",,15
1708,Feliz Deserto,CITY,"","2702702",,15
1709,Flexeiras,CITY,"","2702801",,15
1710,Girau do Ponciano,CITY,"","2702900",,15
1711,Ibateguara,CITY,"","2703007",,15
1712,Igaci,CITY,"","2703106",,15
1713,Igreja Nova,CITY,"","2703205",,15
1714,Inhapi,CITY,"","2703304",,15
1715,Jacaré dos Homens,CITY,"","2703403",,15
1716,Jacuípe,CITY,"","2703502",,15
1717,Japaratinga,CITY,"","2703601",,15
1718,Jaramataia,CITY,"","2703700",,15
1719,Jequiá da Praia,CITY,"","2703759",,15
1720,Joaquim Gomes,CITY,"","2703809",,15
1721,Jundiá,CITY,"","2703908",,15
1722,Junqueiro,CITY,"","2704005",,15
1723,Lagoa da Canoa,CITY,"","2704104",,15
1724,Limoeiro de Anadia,CITY,"","2704203",,15
1725,Maceió,CITY,"","2704302",,15
1726,Major Isidoro,CITY,"","2704401",,15
1727,Maragogi,CITY,"","2704500",,15
1728,Maravilha,CITY,"","2704609",,15
1729,Marechal Deodoro,CITY,"","2704708",,15
1730,Maribondo,CITY,"","2704807",,15
1731,Mar Vermelho,CITY,"","2704906",,15
1732,Mata Grande,CITY,"","2705002",,15
1733,Matriz de Camaragibe,CITY,"","2705101",,15
1734,Messias,CITY,"","2705200",,15
1735,Minador do Negrão,CITY,"","2705309",,15
1736,Monteirópolis,CITY,"","2705408",,15
1737,Murici,CITY,"","2705507",,15
1738,Novo Lino,CITY,"","2705606",,15
1739,Olho D'Água das Flores,CITY,"","2705705",,15
1740,Olho D'Água do Casado,CITY,"","2705804",,15
1741,Olho D'Água Grande,CITY,"","2705903",,15
1742,Olivença,CITY,"","2706000",,15
1743,Ouro Branco,CITY,"","2706109",,15
1744,Palestina,CITY,"","2706208",,15
1745,Palmeira dos Índios,CITY,"","2706307",,15
1746,Pão de Açúcar,CITY,"","2706406",,15
1747,Pariconha,CITY,"","2706422",,15
1748,Paripueira,CITY,"","2706448",,15
1749,Passo de Camaragibe,CITY,"","2706505",,15
1750,Paulo Jacinto,CITY,"","2706604",,15
1751,Penedo,CITY,"","2706703",,15
1752,Piaçabuçu,CITY,"","2706802",,15
1753,Pilar,CITY,"","2706901",,15
1754,Pindoba,CITY,"","2707008",,15
1755,Piranhas,CITY,"","2707107",,15
1756,Poço das Trincheiras,CITY,"","2707206",,15
1757,Porto Calvo,CITY,"","2707305",,15
1758,Porto de Pedras,CITY,"","2707404",,15
1759,Porto Real do Colégio,CITY,"","2707503",,15
1760,Quebrangulo,CITY,"","2707602",,15
1761,Rio Largo,CITY,"","2707701",,15
1762,Roteiro,CITY,"","2707800",,15
1763,Santa Luzia do Norte,CITY,"","2707909",,15
1764,Santana do Ipanema,CITY,"","2708006",,15
1765,Santana do Mundaú,CITY,"","2708105",,15
1766,São Brás,CITY,"","2708204",,15
1767,São José da Laje,CITY,"","2708303",,15
1768,São José da Tapera,CITY,"","2708402",,15
1769,São Luís do Quitunde,CITY,"","2708501",,15
1770,São Miguel dos Campos,CITY,"","2708600",,15
1771,São Miguel dos Milagres,CITY,"","2708709",,15
1772,São Sebastião,CITY,"","2708808",,15
1773,Satuba,CITY,"","2708907",,15
1774,Senador Rui Palmeira,CITY,"","2708956",,15
1775,Tanque D'Arca,CITY,"","2709004",,15
1776,Taquarana,CITY,"","2709103",,15
1777,Teotônio Vilela,CITY,"","2709152",,15
1778,Traipu,CITY,"","2709202",,15
1779,União dos Palmares,CITY,"","2709301",,15
1780,Viçosa,CITY,"","2709400",,15
1781,Amparo de São Francisco,CITY,"","2800100",,16
1782,Aquidabã,CITY,"","2800209",,16
1783,Aracaju,CITY,"","2800308",,16
1784,Arauá,CITY,"","2800407",,16
1785,Areia Branca,CITY,"","2800506",,16
1786,Barra dos Coqueiros,CITY,"","2800605",,16
1787,Boquim,CITY,"","2800670",,16
1788,Brejo Grande,CITY,"","2800704",,16
1789,Campo do Brito,CITY,"","2801009",,16
1790,Canhoba,CITY,"","2801108",,16
1791,Canindé de São Francisco,CITY,"","2801207",,16
1792,Capela,CITY,"","2801306",,16
1793,Carira,CITY,"","2801405",,16
1794,Carmópolis,CITY,"","2801504",,16
1795,Cedro de São João,CITY,"","2801603",,16
1796,Cristinápolis,CITY,"","2801702",,16
1797,Cumbe,CITY,"","2801900",,16
1798,Divina Pastora,CITY,"","2802007",,16
1799,Estância,CITY,"","2802106",,16
1800,Feira Nova,CITY,"","2802205",,16
1801,Frei Paulo,CITY,"","2802304",,16
1802,Gararu,CITY,"","2802403",,16
1803,General Maynard,CITY,"","2802502",,16
1804,Graccho Cardoso,CITY,"","2802601",,16
1805,Ilha das Flores,CITY,"","2802700",,16
1806,Indiaroba,CITY,"","2802809",,16
1807,Itabaiana,CITY,"","2802908",,16
1808,Itabaianinha,CITY,"","2803005",,16
1809,Itabi,CITY,"","2803104",,16
1810,Itaporanga D'Ajuda,CITY,"","2803203",,16
1811,Japaratuba,CITY,"","2803302",,16
1812,Japoatã,CITY,"","2803401",,16
1813,Lagarto,CITY,"","2803500",,16
1814,Laranjeiras,CITY,"","2803609",,16
1815,Macambira,CITY,"","2803708",,16
1816,Malhada dos Bois,CITY,"","2803807",,16
1817,Malhador,CITY,"","2803906",,16
1818,Maruim,CITY,"","2804003",,16
1819,Moita Bonita,CITY,"","2804102",,16
1820,Monte Alegre de Sergipe,CITY,"","2804201",,16
1821,Muribeca,CITY,"","2804300",,16
1822,Neópolis,CITY,"","2804409",,16
1823,Nossa Senhora Aparecida,CITY,"","2804458",,16
1824,Nossa Senhora da Glória,CITY,"","2804508",,16
1825,Nossa Senhora das Dores,CITY,"","2804607",,16
1826,Nossa Senhora de Lourdes,CITY,"","2804706",,16
1827,Nossa Senhora do Socorro,CITY,"","2804805",,16
1828,Pacatuba,CITY,"","2804904",,16
1829,Pedra Mole,CITY,"","2805000",,16
1830,Pedrinhas,CITY,"","2805109",,16
1831,Pinhão,CITY,"","2805208",,16
1832,Pirambu,CITY,"","2805307",,16
1833,Poço Redondo,CITY,"","2805406",,16
1834,Poço Verde,CITY,"","2805505",,16
1835,Porto da Folha,CITY,"","2805604",,16
1836,Propriá,CITY,"","2805703",,16
1837,Riachão do Dantas,CITY,"","2805802",,16
1838,Riachuelo,CITY,"","2805901",,16
