"id","location","number","id_city"
24277,ALGUMA RUA,"15",3085
24278,ALGUMA RUA,S/N,3737
24279,ALGUMA RUA,"773",3508
24280,ALGUMA RUA,KM - 155,3678
24281,ALGUMA RUA,"773",3508
24282,ALGUMA RUA,S/N,3737
24283,ALGUMA RUA,"2100",3858
24284,ALGUMA RUA,S/N,3874
24285,ALGUMA RUA,"52",3602
24286,ALGUMA RUA,S/N,3737
24287,ALGUMA RUA,"2220",3782
24288,ALGUMA RUA,S/N,3874
24289,ALGUMA RUA,"52",3602
24290,ALGUMA RUA,S/N,3874
24291,ALGUMA RUA,"773",3508
24292,ALGUMA RUA,S/N,3737
24293,ALGUMA RUA,"225",3789
24294,ALGUMA RUA,KM - 155,3678
24295,ALGUMA RUA,"3701",2886
24296,ALGUMA RUA,S/N,3737
24297,ALGUMA RUA,"285",3276
24298,ALGUMA RUA,,3326
24299,ALGUMA RUA,s/n,3228
24300,ALGUMA RUA,,3326
24301,ALGUMA RUA,s/n,2477
24302,ALGUMA RUA,,3326
24303,ALGUMA RUA,"197",2655
24304,ALGUMA RUA,,3326
24305,ALGUMA RUA,"197",2655
24306,ALGUMA RUA,KM - 155,3678
24307,ALGUMA RUA,"060 SN",5549
24308,ALGUMA RUA,KM - 155,3678
24309,ALGUMA RUA,"3231",5446
24310,ALGUMA RUA,KM - 155,3678
24311,ALGUMA RUA,"3231",5446
24312,ALGUMA RUA,KM - 155,3678
24313,ALGUMA RUA,"153, KM 506 SN",5370
24314,ALGUMA RUA,KM - 155,3678
24315,ALGUMA RUA,"153, KM 506 SN",5370
24316,ALGUMA RUA,KM - 155,3678
24317,ALGUMA RUA,"14 LOTE 05 SN",5598
24318,ALGUMA RUA,KM - 155,3678
24319,ALGUMA RUA,"14 LOTE 05 SN",5598
24320,ALGUMA RUA,KM - 155,3678
24321,ALGUMA RUA,"14 LOTE 05 SN",5598
24322,ALGUMA RUA,S/N,3737
24323,ALGUMA RUA,S/N,3503
24324,ALGUMA RUA,,502
24325,ALGUMA RUA,,626
24326,ALGUMA RUA,s/n,5336
24327,ALGUMA RUA,s/n,5324
24330,ALGUMA RUA,,259
24331,ALGUMA RUA,,237
24332,ALGUMA RUA,,635
24333,ALGUMA RUA,,626
24342,ALGUMA RUA,s/n,3430
24343,ALGUMA RUA,"118",3838
24640,ALGUMA RUA,,5306
24344,ALGUMA RUA,S/N,3874
24345,ALGUMA RUA,"134",3463
24346,ALGUMA RUA,S/N,3874
24347,ALGUMA RUA,"134",3463
24348,ALGUMA RUA,S/N,3874
24349,ALGUMA RUA,"134",3463
24350,ALGUMA RUA,S/N,3874
24351,ALGUMA RUA,"134",3463
24352,ALGUMA RUA,S/N,3874
24353,ALGUMA RUA,"134",3463
24354,ALGUMA RUA,S/N,3874
24355,ALGUMA RUA,"134",3463
24356,ALGUMA RUA,S/N,3874
24357,ALGUMA RUA,"134",3463
25435,ALGUMA RUA,,237
24358,ALGUMA RUA,S/N,3874
24359,ALGUMA RUA,"134",3463
24360,ALGUMA RUA,KM - 155,3678
24361,ALGUMA RUA,"134",3463
24362,ALGUMA RUA,S/N,3874
24363,ALGUMA RUA,"134",3463
24364,ALGUMA RUA,S/N,3874
24365,ALGUMA RUA,"134",3463
24366,ALGUMA RUA,S/N,3874
24367,ALGUMA RUA,"134",3463
24368,ALGUMA RUA,S/N,3874
24369,ALGUMA RUA,"134",3463
24370,ALGUMA RUA,S/N,3874
24371,ALGUMA RUA,"134",3463
24372,ALGUMA RUA,S/N,3874
24373,ALGUMA RUA,"134",3463
24374,ALGUMA RUA,S/N,3874
24375,ALGUMA RUA,"134",3463
24376,ALGUMA RUA,S/N,3874
24377,ALGUMA RUA,"134",3463
24378,ALGUMA RUA,S/N,3874
24379,ALGUMA RUA,"134",3463
24380,ALGUMA RUA,S/N,3874
24381,ALGUMA RUA,"134",3463
24382,ALGUMA RUA,S/N,3874
24383,ALGUMA RUA,"134",3463
24384,ALGUMA RUA,S/N,3874
24385,ALGUMA RUA,"134",3463
24386,ALGUMA RUA,S/N,3874
24387,ALGUMA RUA,"134",3463
24388,ALGUMA RUA,S/N,3874
24389,ALGUMA RUA,"134",3463
24390,ALGUMA RUA,S/N,3874
24391,ALGUMA RUA,"134",3463
24392,ALGUMA RUA,S/N,3874
24393,ALGUMA RUA,"134",3463
24394,ALGUMA RUA,,3326
24395,ALGUMA RUA,"1240",3840
24396,ALGUMA RUA,S/N,3874
24397,ALGUMA RUA,"20",4435
24398,ALGUMA RUA,,3326
24399,ALGUMA RUA,"1420",3840
24400,ALGUMA RUA,"8885",4792
24401,ALGUMA RUA,s/n,1926
24402,ALGUMA RUA,"8885",4792
24403,ALGUMA RUA,"5",664
24404,ALGUMA RUA,,3326
24405,ALGUMA RUA,,2477
24406,ALGUMA RUA,s/n,4792
24407,ALGUMA RUA,"3612",4960
24408,ALGUMA RUA,s/n,5449
24409,ALGUMA RUA,s/n,3838
24410,ALGUMA RUA,s/n,5449
24411,ALGUMA RUA,s/n,2310
24412,ALGUMA RUA,,3326
24413,ALGUMA RUA,,3683
24414,ALGUMA RUA,s/n,5311
24415,ALGUMA RUA,,2310
24416,ALGUMA RUA,,502
24417,ALGUMA RUA,,626
24418,ALGUMA RUA,,3326
24419,ALGUMA RUA,s/n,3508
24420,ALGUMA RUA,S/N,4827
24421,ALGUMA RUA,,4475
24422,ALGUMA RUA,"450",4012
24423,ALGUMA RUA,,4425
24424,ALGUMA RUA,,4475
24425,ALGUMA RUA,,626
24426,ALGUMA RUA,,1070
24427,ALGUMA RUA,s/n,3326
24428,ALGUMA RUA,"1183",3589
24429,ALGUMA RUA,s/n,3326
24430,ALGUMA RUA,"1183",3589
24431,ALGUMA RUA,,3326
24432,ALGUMA RUA,s/n,3508
24433,ALGUMA RUA,"1225",5008
24434,ALGUMA RUA,,528
24435,ALGUMA RUA,,626
24436,ALGUMA RUA,,3326
24437,ALGUMA RUA,s/n,5598
24438,ALGUMA RUA,,3678
24439,ALGUMA RUA,,3497
24440,ALGUMA RUA,,502
24441,ALGUMA RUA,,626
24442,ALGUMA RUA,s/n,3874
24443,ALGUMA RUA,,3497
24444,ALGUMA RUA,KM 25,4476
24445,ALGUMA RUA,s/n,3890
24446,ALGUMA RUA,,3497
24447,ALGUMA RUA,s/n,3494
24448,ALGUMA RUA,,3497
24449,ALGUMA RUA,KM 294,3550
24450,ALGUMA RUA,s/n,3430
24451,ALGUMA RUA,,3497
24452,ALGUMA RUA,s/n,3499
24453,ALGUMA RUA,,3497
24454,ALGUMA RUA,s/n,3824
24455,ALGUMA RUA,s/n,3678
24456,ALGUMA RUA,"23400",3095
24457,ALGUMA RUA,s/n,3430
24458,ALGUMA RUA,s/n,4792
24459,ALGUMA RUA,"1637",911
24460,ALGUMA RUA,s/n,4792
24461,ALGUMA RUA,s/n,430
24462,ALGUMA RUA,KM - 155,3678
24463,ALGUMA RUA,"144",3884
24464,ALGUMA RUA,KM - 155,3678
24465,ALGUMA RUA,"144",3884
24466,ALGUMA RUA,S/N,3737
24467,ALGUMA RUA,"580",1023
24468,ALGUMA RUA,S/N,3737
24469,ALGUMA RUA,"350",3589
24470,ALGUMA RUA,S/N,3874
24471,ALGUMA RUA,"239",3858
24472,ALGUMA RUA,KM - 410,3430
24473,ALGUMA RUA,"4801",3788
24474,ALGUMA RUA,S/N,3737
24475,ALGUMA RUA,"03",3900
24476,ALGUMA RUA,KM - 155,3678
24477,ALGUMA RUA,"2100",3858
24478,ALGUMA RUA,S/N,3499
24479,ALGUMA RUA,"100, CAIXA POST",3932
24480,ALGUMA RUA,S/N,3874
24481,ALGUMA RUA,"773",3508
24482,ALGUMA RUA,KM - 155,3678
24483,ALGUMA RUA,"3701",2886
24484,ALGUMA RUA,KM - 155,3678
24485,ALGUMA RUA,"01",5446
24486,ALGUMA RUA,S/N,3737
24487,ALGUMA RUA,"285",3276
24488,ALGUMA RUA,KM - 155,3678
24489,ALGUMA RUA,"3701",2886
24490,ALGUMA RUA,S/N,3737
24491,ALGUMA RUA,S/N,3503
24492,ALGUMA RUA,S/N,3737
24493,ALGUMA RUA,"453 S/N, KM 42 5",4793
24494,ALGUMA RUA,S/N,3737
24495,ALGUMA RUA,"453 S/N, KM 42 5",4793
24496,ALGUMA RUA,S/N,3737
24497,ALGUMA RUA,"1301",3382
24498,ALGUMA RUA,S/N,3737
24499,ALGUMA RUA,"1301",3382
24500,ALGUMA RUA,S/N,3737
24501,ALGUMA RUA,"1301",3382
24502,ALGUMA RUA,S/N,3499
24503,ALGUMA RUA,"282 S/N, KM 604,3",4496
24504,ALGUMA RUA,S/N,3499
24505,ALGUMA RUA,"282 S/N, KM 604,3",4496
24508,ALGUMA RUA,S/N,3874
24509,ALGUMA RUA,"12 5",3752
24510,ALGUMA RUA,KM - 155,3678
24511,ALGUMA RUA,"12 SN",5598
24512,ALGUMA RUA,KM - 155,3678
24513,ALGUMA RUA,"11 SN",5598
24514,ALGUMA RUA,KM - 155,3678
24515,ALGUMA RUA,"2601",3783
24516,ALGUMA RUA,KM - 155,3678
24517,ALGUMA RUA,S/N,5446
24518,ALGUMA RUA,KM - 155,3678
24519,ALGUMA RUA,"2609",5446
24522,ALGUMA RUA,"8885",4792
24523,ALGUMA RUA,,664
24524,ALGUMA RUA,,502
24525,ALGUMA RUA,,626
24526,ALGUMA RUA,s/n,5499
24527,ALGUMA RUA,s/n,3095
24528,ALGUMA RUA,s/n,5499
24529,ALGUMA RUA,,4193
24530,ALGUMA RUA,s/n,5499
24531,ALGUMA RUA,,4193
24532,ALGUMA RUA,s/n,5499
24533,ALGUMA RUA,,3507
24534,ALGUMA RUA,,635
24535,ALGUMA RUA,,626
24536,ALGUMA RUA,,3326
24537,ALGUMA RUA,s/n,3228
24538,ALGUMA RUA,"8885",4792
24539,ALGUMA RUA,,664
24540,ALGUMA RUA,s/n,2822
24541,ALGUMA RUA,,2871
24542,ALGUMA RUA,,5350
24543,ALGUMA RUA,,5324
24544,ALGUMA RUA,s/n,4792
24545,ALGUMA RUA,"1199",4427
24546,ALGUMA RUA,s/n,4792
24547,ALGUMA RUA,"3520",4465
24548,ALGUMA RUA,s/n,4792
24549,ALGUMA RUA,"173",1366
24550,ALGUMA RUA,,3326
24551,ALGUMA RUA,,3900
24552,ALGUMA RUA,s/n,4792
24553,ALGUMA RUA,"3155",911
24554,ALGUMA RUA,,3326
24555,ALGUMA RUA,"175",3853
24556,ALGUMA RUA,,3326
24557,ALGUMA RUA,"3100",3399
24558,ALGUMA RUA,s/n,2565
24559,ALGUMA RUA,,3838
24560,ALGUMA RUA,s/n,2565
24561,ALGUMA RUA,,3838
24562,ALGUMA RUA,s/n,5311
24563,ALGUMA RUA,s/n,4451
24564,ALGUMA RUA,,2997
24565,ALGUMA RUA,,3838
24566,ALGUMA RUA,,2890
24567,ALGUMA RUA,,3838
24568,ALGUMA RUA,s/n,3087
24569,ALGUMA RUA,,3838
24570,ALGUMA RUA,s/n,2563
24571,ALGUMA RUA,,3838
24572,ALGUMA RUA,,5335
24573,ALGUMA RUA,,237
24574,ALGUMA RUA,s/n,292
24575,ALGUMA RUA,s/n,197
24576,ALGUMA RUA,s/n,5311
24577,ALGUMA RUA,,2310
24578,ALGUMA RUA,s/n,4792
24579,ALGUMA RUA,"333",4009
24580,ALGUMA RUA,s/n,5449
24581,ALGUMA RUA,s/n,2310
24582,ALGUMA RUA,s/n,5336
24583,ALGUMA RUA,s/n,5324
24584,ALGUMA RUA,s/n,4792
24585,ALGUMA RUA,"219",4430
24586,ALGUMA RUA,s/n,4792
24587,ALGUMA RUA,"191",3142
24588,ALGUMA RUA,s/n,4792
24589,ALGUMA RUA,"301",4465
24590,ALGUMA RUA,,3326
24591,ALGUMA RUA,"3501",3852
24592,ALGUMA RUA,s/n,4792
24593,ALGUMA RUA,"7400",4696
24594,ALGUMA RUA,,3326
24595,ALGUMA RUA,"234",3842
24596,ALGUMA RUA,,2822
24597,ALGUMA RUA,,3494
24598,ALGUMA RUA,s/n,4792
24599,ALGUMA RUA,"2882",4075
24600,ALGUMA RUA,,3326
24601,ALGUMA RUA,"890",3360
24602,ALGUMA RUA,,5276
24603,ALGUMA RUA,,237
24604,ALGUMA RUA,,5337
24605,ALGUMA RUA,,237
24606,ALGUMA RUA,,3326
24607,ALGUMA RUA,"327",2477
24608,ALGUMA RUA,s/n,5538
24609,ALGUMA RUA,s/n,3095
24610,ALGUMA RUA,SN,4475
24611,ALGUMA RUA,SN,4782
24612,ALGUMA RUA,,4475
24613,ALGUMA RUA,"2677",4193
24614,ALGUMA RUA,,5288
24615,ALGUMA RUA,,5324
24616,ALGUMA RUA,s/n,5501
24617,ALGUMA RUA,s/n,3095
24618,ALGUMA RUA,s/n,4792
24619,ALGUMA RUA,"7400",4696
24620,ALGUMA RUA,,5317
24621,ALGUMA RUA,,237
24622,ALGUMA RUA,,2822
24623,ALGUMA RUA,,3494
24624,ALGUMA RUA,,3418
24625,ALGUMA RUA,,3507
24626,ALGUMA RUA,,3087
24627,ALGUMA RUA,,3085
24628,ALGUMA RUA,s/n,5499
24629,ALGUMA RUA,,4193
24630,ALGUMA RUA,,626
24631,ALGUMA RUA,,1074
24632,ALGUMA RUA,,626
24633,ALGUMA RUA,,1009
24634,ALGUMA RUA,,626
24635,ALGUMA RUA,,1022
24636,ALGUMA RUA,s/n,5354
24637,ALGUMA RUA,s/n,3095
24638,ALGUMA RUA,s/n,5311
24644,ALGUMA RUA,"91",3814
24645,ALGUMA RUA,,2997
24646,ALGUMA RUA,,3838
24647,ALGUMA RUA,,2822
24648,ALGUMA RUA,,3494
24649,ALGUMA RUA,,635
24650,ALGUMA RUA,,626
24651,ALGUMA RUA,S/N,3737
24652,ALGUMA RUA,"470",3508
24653,ALGUMA RUA,S/N,3499
24654,ALGUMA RUA,"351",2477
24655,ALGUMA RUA,S/N,3499
24656,ALGUMA RUA,"351",2477
24657,ALGUMA RUA,KM - 155,3678
24658,ALGUMA RUA,"1173",3840
24659,ALGUMA RUA,KM - 155,3678
24660,ALGUMA RUA,"6145",2947
24661,ALGUMA RUA,S/N,3874
24662,ALGUMA RUA,"754",3788
24663,ALGUMA RUA,S/N,3737
24664,ALGUMA RUA,"660",3327
24665,ALGUMA RUA,KM - 155,3678
24666,ALGUMA RUA,"239",3858
24667,ALGUMA RUA,KM - 410,3430
24668,ALGUMA RUA,"4801",3788
24669,ALGUMA RUA,KM - 155,3678
24670,ALGUMA RUA,"773",3508
24671,ALGUMA RUA,S/N,3874
24672,ALGUMA RUA,"1400",3840
24673,ALGUMA RUA,S/N,3874
24674,ALGUMA RUA,"52",3602
24675,ALGUMA RUA,S/N,3737
24676,ALGUMA RUA,"453 S/N, KM 42 5",4793
24941,ALGUMA RUA,"3501",3852
24677,ALGUMA RUA,KM - 155,3678
24678,ALGUMA RUA,"153 S/N, KM 13",5370
24679,ALGUMA RUA,S/N,3499
24680,ALGUMA RUA,"100, CAIXA POST",3932
24681,ALGUMA RUA,S/N,3874
24682,ALGUMA RUA,"773",3508
24683,ALGUMA RUA,KM - 155,3678
24684,ALGUMA RUA,"221",3440
24685,ALGUMA RUA,KM - 155,3678
24686,ALGUMA RUA,"1",5446
24687,ALGUMA RUA,S/N,3737
24688,ALGUMA RUA,"285",3276
24689,ALGUMA RUA,S/N,3737
24690,ALGUMA RUA,S/N,3503
24691,ALGUMA RUA,S/N,3874
24692,ALGUMA RUA,"12 5",3752
24693,ALGUMA RUA,S/N,3737
24694,ALGUMA RUA,"470",3508
24695,ALGUMA RUA,S/N,3737
24696,ALGUMA RUA,"1301",3382
24697,ALGUMA RUA,S/N,3499
24698,ALGUMA RUA,"351",2477
24699,ALGUMA RUA,S/N,3499
24700,ALGUMA RUA,"351",2477
24701,ALGUMA RUA,S/N,3499
24702,ALGUMA RUA,"282 S/N, KM 604,3",4496
24703,ALGUMA RUA,S/N,3499
24704,ALGUMA RUA,"282 S/N, KM 604,3",4496
24705,ALGUMA RUA,"607",4341
24706,ALGUMA RUA,,4475
24707,ALGUMA RUA,s/n,3737
24708,ALGUMA RUA,"484",4193
24709,ALGUMA RUA,s/n,5501
24710,ALGUMA RUA,s/n,3095
24711,ALGUMA RUA,,3570
24712,ALGUMA RUA,,3848
24713,ALGUMA RUA,,3570
24714,ALGUMA RUA,,3848
24715,ALGUMA RUA,s/n,5482
24716,ALGUMA RUA,s/n,2310
24717,ALGUMA RUA,,626
24718,ALGUMA RUA,,1051
24719,ALGUMA RUA,KM - 155,3678
24720,ALGUMA RUA,"4321",2477
24721,ALGUMA RUA,KM - 155,3678
24722,ALGUMA RUA,"4321",2477
24723,ALGUMA RUA,KM - 155,3678
24724,ALGUMA RUA,"4321",2477
34846,ALGUMA RUA,,626
24725,ALGUMA RUA,KM - 155,3678
24726,ALGUMA RUA,"4321",2477
24727,ALGUMA RUA,KM - 155,3678
24728,ALGUMA RUA,"2601",3783
24729,ALGUMA RUA,KM - 155,3678
24730,ALGUMA RUA,"316 SN",855
24731,ALGUMA RUA,s/n,395
24732,ALGUMA RUA,s/n,428
24733,ALGUMA RUA,,5499
24734,ALGUMA RUA,s/n,4193
24735,ALGUMA RUA,,3326
24736,ALGUMA RUA,"320",3360
24737,ALGUMA RUA,,3326
24738,ALGUMA RUA,"1540",3463
24739,ALGUMA RUA,,4425
24740,ALGUMA RUA,,4475
24741,ALGUMA RUA,,626
24742,ALGUMA RUA,,1024
24743,ALGUMA RUA,"74",3858
24744,ALGUMA RUA,,105
24745,ALGUMA RUA,s/n,712
24746,ALGUMA RUA,,4475
24747,ALGUMA RUA,,4034
24748,ALGUMA RUA,,626
24749,ALGUMA RUA,,1023
24750,ALGUMA RUA,s/n,4792
24751,ALGUMA RUA,"3612",4960
24752,ALGUMA RUA,"1325",5324
24753,ALGUMA RUA,,3494
24754,ALGUMA RUA,,3848
24942,ALGUMA RUA,s/n,4792
24755,ALGUMA RUA,s/n,292
24756,ALGUMA RUA,s/n,197
24757,ALGUMA RUA,,4475
24758,ALGUMA RUA,,4627
24759,ALGUMA RUA,s/n,3494
24760,ALGUMA RUA,s/n,3706
24761,ALGUMA RUA,,4635
24762,ALGUMA RUA,s/n,1494
24763,ALGUMA RUA,,4635
24764,ALGUMA RUA,s/n,1494
24765,ALGUMA RUA,,4675
24766,ALGUMA RUA,s/n,1494
24767,ALGUMA RUA,,4675
24768,ALGUMA RUA,s/n,1494
24769,ALGUMA RUA,s/n,3430
24770,ALGUMA RUA,,3360
24771,ALGUMA RUA,,4675
24772,ALGUMA RUA,s/n,1531
24773,ALGUMA RUA,s/n,4792
24774,ALGUMA RUA,"7400",4696
24775,ALGUMA RUA,,5350
24776,ALGUMA RUA,,5324
24777,ALGUMA RUA,,4960
24778,ALGUMA RUA,s/n,1531
24779,ALGUMA RUA,,2997
24780,ALGUMA RUA,,3838
24781,ALGUMA RUA,,3326
24782,ALGUMA RUA,"327",2477
24783,ALGUMA RUA,,4792
24784,ALGUMA RUA,"1480",3271
24785,ALGUMA RUA,s/n,347
24786,ALGUMA RUA,s/n,443
24787,ALGUMA RUA,KM - 155,3678
24788,ALGUMA RUA,"981, GALPAO 03",2477
24789,ALGUMA RUA,KM - 155,3678
24790,ALGUMA RUA,"116 665",4792
24791,ALGUMA RUA,KM - 155,3678
24792,ALGUMA RUA,"116 665",4792
24793,ALGUMA RUA,KM - 155,3678
24794,ALGUMA RUA,"2601",3783
24795,ALGUMA RUA,KM - 155,3678
24796,ALGUMA RUA,"2601",3783
24797,ALGUMA RUA,KM - 155,3678
24798,ALGUMA RUA,"343 3775",846
24799,ALGUMA RUA,KM - 155,3678
24800,ALGUMA RUA,"233, LESTE",3709
24801,ALGUMA RUA,KM - 155,3678
24802,ALGUMA RUA,"2-131",3363
24803,ALGUMA RUA,S/N,3874
24804,ALGUMA RUA,"239",3858
24805,ALGUMA RUA,S/N,3499
24806,ALGUMA RUA,"282 S/N, KM 604,3",4496
24807,ALGUMA RUA,S/N,3499
24808,ALGUMA RUA,"282 S/N, KM 604,3",4496
24809,ALGUMA RUA,S/N,3499
24810,ALGUMA RUA,"282 S/N, KM 604,3",4496
24811,ALGUMA RUA,S/N,3737
24812,ALGUMA RUA,"773",3508
24813,ALGUMA RUA,S/N,3874
24814,ALGUMA RUA,"1400",3840
24815,ALGUMA RUA,S/N,3499
24816,ALGUMA RUA,"100, CAIXA POST",3932
24817,ALGUMA RUA,S/N,3874
24818,ALGUMA RUA,"773",3508
24819,ALGUMA RUA,S/N,3737
24820,ALGUMA RUA,"470",3508
24821,ALGUMA RUA,S/N,3737
24822,ALGUMA RUA,"1301",3382
24823,ALGUMA RUA,S/N,3737
24824,ALGUMA RUA,S/N,3858
24825,ALGUMA RUA,S/N,3499
24826,ALGUMA RUA,"351",2477
24827,ALGUMA RUA,S/N,3737
24828,ALGUMA RUA,"330 KM 121 SN, MOD 01",5520
24829,ALGUMA RUA,KM - 155,3678
24830,ALGUMA RUA,"250",3840
24831,ALGUMA RUA,KM - 155,3678
24832,ALGUMA RUA,"250",3840
24833,ALGUMA RUA,KM - 155,3678
24834,ALGUMA RUA,"250",3840
24835,ALGUMA RUA,s/n,2822
24836,ALGUMA RUA,s/n,2871
24837,ALGUMA RUA,s/n,3430
24838,ALGUMA RUA,"350",3508
24839,ALGUMA RUA,,5336
24840,ALGUMA RUA,,5324
24841,ALGUMA RUA,,626
24842,ALGUMA RUA,,1036
24843,ALGUMA RUA,s/n,3430
24844,ALGUMA RUA,"79",3838
24845,ALGUMA RUA,s/n,5482
24846,ALGUMA RUA,s/n,2310
24847,ALGUMA RUA,,5350
24848,ALGUMA RUA,,5324
24849,ALGUMA RUA,,626
24850,ALGUMA RUA,,1516
24851,ALGUMA RUA,s/n,5449
24852,ALGUMA RUA,s/n,2310
24853,ALGUMA RUA,,3326
24854,ALGUMA RUA,"1050",2477
24855,ALGUMA RUA,s/n,5236
24856,ALGUMA RUA,s/n,2310
24857,ALGUMA RUA,,3326
24858,ALGUMA RUA,"667",3877
24859,ALGUMA RUA,,626
24860,ALGUMA RUA,,1575
24861,ALGUMA RUA,s/n,5311
24862,ALGUMA RUA,,2310
24863,ALGUMA RUA,,5431
24864,ALGUMA RUA,,3095
24865,ALGUMA RUA,"8885",4792
24866,ALGUMA RUA,"1019",4371
24867,ALGUMA RUA,,626
24868,ALGUMA RUA,,1523
24869,ALGUMA RUA,s/n,5311
24870,ALGUMA RUA,,2310
24871,ALGUMA RUA,s/n,5311
24872,ALGUMA RUA,,2310
24873,ALGUMA RUA,s/n,5311
24874,ALGUMA RUA,,2310
24875,ALGUMA RUA,,5310
24876,ALGUMA RUA,,4451
24877,ALGUMA RUA,,3326
24878,ALGUMA RUA,"2002",3589
24879,ALGUMA RUA,s/n,5311
24880,ALGUMA RUA,,2310
24881,ALGUMA RUA,,3326
24882,ALGUMA RUA,"2002",3589
24883,ALGUMA RUA,,3326
24884,ALGUMA RUA,"2002",3589
24885,ALGUMA RUA,,3326
24886,ALGUMA RUA,"2002",3589
24887,ALGUMA RUA,,3326
24888,ALGUMA RUA,"2002",3589
24889,ALGUMA RUA,,3326
24890,ALGUMA RUA,"2002",3589
24891,ALGUMA RUA,s/n,5528
24892,ALGUMA RUA,s/n,3095
24893,ALGUMA RUA,s/n,5311
24894,ALGUMA RUA,,2310
24895,ALGUMA RUA,s/n,5311
24896,ALGUMA RUA,,2310
24897,ALGUMA RUA,,626
24898,ALGUMA RUA,,1523
24899,ALGUMA RUA,,3326
24900,ALGUMA RUA,s/n,3853
24901,ALGUMA RUA,s/n,2866
24902,ALGUMA RUA,,3494
24903,ALGUMA RUA,,4475
24904,ALGUMA RUA,"82",4475
24905,ALGUMA RUA,,626
24906,ALGUMA RUA,,288
24907,ALGUMA RUA,"536",3508
24908,ALGUMA RUA,,626
24909,ALGUMA RUA,,913
24910,ALGUMA RUA,,5370
24911,ALGUMA RUA,,5404
24912,ALGUMA RUA,,4102
24913,ALGUMA RUA,,4193
24914,ALGUMA RUA,,2739
24915,ALGUMA RUA,,2947
24916,ALGUMA RUA,,4042
24917,ALGUMA RUA,,3706
24918,ALGUMA RUA,,3326
24919,ALGUMA RUA,"2601",3783
24920,ALGUMA RUA,,5287
24921,ALGUMA RUA,,237
24922,ALGUMA RUA,s/n,5311
24923,ALGUMA RUA,,2310
24924,ALGUMA RUA,,5306
24925,ALGUMA RUA,,237
24926,ALGUMA RUA,,3326
24927,ALGUMA RUA,s/n,3508
24928,ALGUMA RUA,,626
24929,ALGUMA RUA,,502
24930,ALGUMA RUA,,3326
24931,ALGUMA RUA,s/n,3508
24932,ALGUMA RUA,,626
24933,ALGUMA RUA,,1642
24934,ALGUMA RUA,s/n,4792
24935,ALGUMA RUA,"4842",4945
24936,ALGUMA RUA,,3326
24937,ALGUMA RUA,"2601",3783
24938,ALGUMA RUA,s/n,4792
24939,ALGUMA RUA,s/n,4543
24940,ALGUMA RUA,,3326
24943,ALGUMA RUA,s/n,5370
24944,ALGUMA RUA,s/n,4792
24945,ALGUMA RUA,,3326
24946,ALGUMA RUA,s/n,4792
24947,ALGUMA RUA,"662",4664
24948,ALGUMA RUA,,4792
24949,ALGUMA RUA,"556",4607
24950,ALGUMA RUA,s/n,4792
24951,ALGUMA RUA,"251",2338
24952,ALGUMA RUA,s/n,4792
24953,ALGUMA RUA,"3880",4866
24954,ALGUMA RUA,s/n,4792
24955,ALGUMA RUA,"381",4009
24956,ALGUMA RUA,s/n,5288
24957,ALGUMA RUA,s/n,5324
24958,ALGUMA RUA,s/n,4792
24959,ALGUMA RUA,s/n,4448
24960,ALGUMA RUA,s/n,4792
24961,ALGUMA RUA,s/n,2477
24962,ALGUMA RUA,s/n,4792
24963,ALGUMA RUA,"1922",4730
24964,ALGUMA RUA,KM - 155,3678
24965,ALGUMA RUA,"2839",3463
24966,ALGUMA RUA,KM - 155,3678
24967,ALGUMA RUA,"2839",3463
24968,ALGUMA RUA,KM - 155,3678
24969,ALGUMA RUA,"2839",3463
24970,ALGUMA RUA,KM - 155,3678
24971,ALGUMA RUA,"2839",3463
24972,ALGUMA RUA,KM - 155,3678
24973,ALGUMA RUA,"2839",3463
24974,ALGUMA RUA,KM - 155,3678
24975,ALGUMA RUA,"4225",3858
24976,ALGUMA RUA,KM - 155,3678
24977,ALGUMA RUA,"4225",3858
24978,ALGUMA RUA,KM - 155,3678
24979,ALGUMA RUA,"4225",3858
24980,ALGUMA RUA,KM - 155,3678
24981,ALGUMA RUA,"4225",3858
24982,ALGUMA RUA,KM - 155,3678
24983,ALGUMA RUA,"4225",3858
24984,ALGUMA RUA,KM - 155,3678
24985,ALGUMA RUA,"160",3858
24986,ALGUMA RUA,KM - 155,3678
24987,ALGUMA RUA,"160",3858
24988,ALGUMA RUA,KM - 155,3678
24989,ALGUMA RUA,"160",3858
24990,ALGUMA RUA,KM - 155,3678
24991,ALGUMA RUA,"160",3858
24992,ALGUMA RUA,KM - 155,3678
24993,ALGUMA RUA,"160",3858
24994,ALGUMA RUA,KM - 155,3678
24995,ALGUMA RUA,"160",3858
24996,ALGUMA RUA,KM - 155,3678
24997,ALGUMA RUA,"8095",3858
24998,ALGUMA RUA,KM - 155,3678
24999,ALGUMA RUA,"8095",3858
25000,ALGUMA RUA,KM - 155,3678
25001,ALGUMA RUA,"8095",3858
25002,ALGUMA RUA,KM - 155,3678
25003,ALGUMA RUA,"8095",3858
25004,ALGUMA RUA,KM - 155,3678
25005,ALGUMA RUA,"8095",3858
25006,ALGUMA RUA,KM - 155,3678
25007,ALGUMA RUA,"4187",3858
25008,ALGUMA RUA,KM - 155,3678
25009,ALGUMA RUA,"4187",3858
25010,ALGUMA RUA,KM - 155,3678
25011,ALGUMA RUA,"4187",3858
25012,ALGUMA RUA,KM - 155,3678
